LineNum,Prices,Estimates,ClassicResidual,KalmanResidual,CorrectedKalmanResidual
150,90.8700000000,90.3900028621,0.4798839572,2212.6485002516,2219.7659506440,
151,90.7200000000,90.8600379899,-0.1401478812,-644.6155245571,-642.5797367762,
152,90.6700000000,90.7100292770,-0.0401400592,-184.4994481274,-116.0483742806,
153,89.3200000000,90.6600277746,-1.3401387454,-6017.6185300370,-6060.1496123998,
154,90.1600000000,89.3099356995,0.8499439777,3872.4997012953,3759.1999246557,
155,92.4200000000,90.1499929638,2.2698923366,10757.9523341568,10709.4915463400,
156,93.3600000000,92.4101536972,0.9497482525,4578.6958607519,4618.6430537617,
157,92.5800000000,93.3502296041,-0.7703191754,-3662.1391366679,-3589.6774541419,
158,91.1700000000,92.5701681305,-1.4002649462,-6492.6169557843,-6443.0064300093,
159,90.1900000000,91.1600612779,-0.9701705665,-4423.0425683641,-4503.7122505047,
160,91.7900000000,90.1799935033,1.6098894467,7545.9521233985,7599.3793874080,
161,90.7400000000,91.7801060166,-1.0402104342,-4787.5969557667,-4799.2422530156,
162,90.9600000000,90.7300308176,0.2298557353,1062.1450232358,1133.3204529441,
163,89.5600000000,90.9500482404,-1.3901596936,-6271.6370749881,-6234.7057624186,
164,88.8200000000,89.5499530276,-0.7300760357,-3253.4244849317,-3177.5132418526,
165,87.3100000000,88.8099077377,-1.5000361804,-6519.7314775202,-6556.9141492312,
166,88.0500000000,87.2998188454,0.7500420962,3300.2559599309,3339.4126115552,
167,87.2600000000,88.0398623604,-0.7799964167,-3388.3946266659,-3338.3198819159,
168,86.2500000000,87.2498190443,-0.9999584115,-4274.0465412093,-4282.4681276607,
169,86.4100000000,86.2397665229,0.1700876686,729.0025658313,702.7873012353,
170,86.9300000000,86.3997768462,0.5300785218,2291.4279710870,2371.2333019356,
171,85.3300000000,86.9198059685,-1.5899470694,-6699.4472013746,-6688.0791458851,
172,85.0900000000,85.3197248040,-0.2298763988,-965.1411680637,-972.0506879038,
173,85.2200000000,85.0797157180,0.1401314550,589.6643099402,554.2516961287,
174,85.9300000000,85.2097239083,0.7201242331,3064.8753816115,3122.7226387730,
175,84.7600000000,85.9197595371,-1.1599067939,-4846.9694132706,-4829.1880292841,
176,84.3900000000,84.7497053242,-0.3598600946,-1495.4093960829,-1455.8306853895,
177,83.5800000000,84.3796911037,-0.7998479229,-3282.9519836625,-3351.6340590969,
178,84.9800000000,83.5696588475,1.4101797213,5915.0190006406,5937.7821077711,
179,84.5100000000,84.9697188193,-0.4598719591,-1915.2482811056,-1924.6093772622,
180,84.6900000000,84.4996999504,0.1901440309,794.2644968621,751.5606194765,
